algo,size,freq_mhz,joules,time_ms
mandelbrot_v2,1000,800,0.652649000,188.150649000
mandelbrot_v2,1000,800,0.374755000,119.567753000
mandelbrot_v2,1000,800,0.494202000,172.802055000
mandelbrot_v2,1000,800,0.320312000,118.184609000
mandelbrot_v2,1000,800,0.324036000,118.316016000
mandelbrot_v2,1000,800,0.323182000,115.915564000
mandelbrot_v2,1000,800,0.306824000,112.062886000
mandelbrot_v2,1000,800,0.488709000,172.255035000
mandelbrot_v2,1000,800,0.383850000,120.595545000
mandelbrot_v2,1000,800,0.315552000,112.335327000
mandelbrot_v2,1000,800,0.306397000,112.012174000
mandelbrot_v2,1000,800,0.304016000,111.741227000
mandelbrot_v2,1000,800,0.304504000,112.080738000
mandelbrot_v2,1000,800,0.305481000,112.110494000
mandelbrot_v2,1000,800,0.311036000,112.325053000
mandelbrot_v2,1000,800,0.312256000,113.356028000
mandelbrot_v2,1000,800,0.311584000,112.200733000
mandelbrot_v2,1000,800,0.352478000,113.415056000
mandelbrot_v2,1000,800,0.317321000,113.882096000
mandelbrot_v2,1000,800,0.307495000,112.111765000
mandelbrot_v2,1000,800,0.429688000,119.308724000
mandelbrot_v2,1000,800,0.417969000,113.541296000
mandelbrot_v2,1000,800,0.425903000,118.444188000
mandelbrot_v2,1000,800,0.474488000,128.144996000
mandelbrot_v2,1000,800,0.420532000,128.592838000
mandelbrot_v2,1000,800,0.548829000,172.151784000
mandelbrot_v2,1000,800,0.382080000,136.730226000
mandelbrot_v2,1000,800,0.303101000,112.319351000
mandelbrot_v2,1000,800,0.306885000,112.274728000
mandelbrot_v2,1000,800,0.304078000,111.944687000
mandelbrot_v2,1000,800,0.304382000,111.783540000
mandelbrot_v2,1000,800,0.344971000,112.840097000
mandelbrot_v2,1000,800,0.366027000,119.276860000
mandelbrot_v2,1000,800,0.355713000,112.762439000
mandelbrot_v2,1000,800,0.360046000,116.714592000
mandelbrot_v2,1000,800,0.484985000,169.006114000
mandelbrot_v2,1000,800,0.324097000,118.478509000
mandelbrot_v2,1000,800,0.305053000,111.773729000
mandelbrot_v2,1000,800,0.315491000,112.494794000
mandelbrot_v2,1000,800,0.305908000,112.423338000
mandelbrot_v2,1000,800,0.356934000,113.362110000
mandelbrot_v2,1000,800,0.334716000,112.341093000
mandelbrot_v2,1000,800,0.409607000,116.068805000
mandelbrot_v2,1000,800,0.311401000,112.164174000
mandelbrot_v2,1000,800,0.308411000,112.875661000
mandelbrot_v2,1000,800,0.303528000,111.880930000
mandelbrot_v2,1000,800,0.334290000,120.735023000
mandelbrot_v2,1000,800,0.307983000,111.767283000
mandelbrot_v2,1000,800,0.305298000,112.136777000
mandelbrot_v2,1000,800,0.308105000,112.444752000
mandelbrot_v2,1000,800,0.322570000,112.610796000
mandelbrot_v2,1000,800,0.355957000,115.705636000
mandelbrot_v2,1000,800,0.307861000,111.970062000
mandelbrot_v2,1000,800,0.307007000,112.035274000
mandelbrot_v2,1000,800,0.306884000,112.250581000
mandelbrot_v2,1000,800,0.305542000,111.832447000
mandelbrot_v2,1000,800,0.308044000,112.591713000
mandelbrot_v2,1000,800,0.306702000,111.719883000
mandelbrot_v2,1000,800,0.309753000,112.452187000
mandelbrot_v2,1000,800,0.356934000,112.945700000
